,ROC,Measure,Classifier
188,0.7241290345483897,Crop,Baseline
189,0.750859630351164,Crop,Baseline
190,0.7038711236447704,Crop,Baseline
191,0.7509530515086893,Crop,Baseline
192,0.6716568615971779,Crop,Baseline
193,0.7280172231246014,Crop,Baseline
194,0.7080202686543366,Crop,Baseline
195,0.6464884232501595,Crop,Baseline
196,0.7142430519571109,Crop,Baseline
197,0.7971418731066646,Crop,Baseline
198,0.6908631616709184,Crop,Baseline
199,0.7392564111826372,Crop,Baseline
200,0.6193990902024873,Reflection,Baseline
201,0.6586417373345823,Reflection,Baseline
202,0.6348546865035077,Reflection,Baseline
203,0.6450210882692922,Reflection,Baseline
204,0.7088800547074299,Reflection,Baseline
205,0.7275415537308674,Reflection,Baseline
206,0.6683858754683514,Reflection,Baseline
207,0.6427017523317922,Reflection,Baseline
208,0.6157808887715241,Reflection,Baseline
209,0.6565989280233578,Reflection,Baseline
210,0.6873181401466837,Reflection,Baseline
211,0.6193726208745216,Reflection,Baseline
212,0.6092846928810587,Reflection,Baseline
213,0.6609565579161352,Reflection,Baseline
214,0.6063360097456951,Reflection,Baseline
215,0.6477352842992666,Reflection,Baseline
216,0.6186465827786192,Reflection,Baseline
217,0.683958403918208,Reflection,Baseline
218,0.7581804236587213,Reflection,Baseline
219,0.6503062345543686,Reflection,Baseline
0,0.9826084059111926,None,MC Dropout
1,0.9825165417729591,None,MC Dropout
2,0.977594803790657,None,MC Dropout
3,0.9838505959024234,None,MC Dropout
4,0.9825318005620217,None,MC Dropout
5,0.978401028380102,None,MC Dropout
6,0.9827644192442603,None,MC Dropout
7,0.9877599599410077,None,MC Dropout
8,0.9877562230947068,None,MC Dropout
9,0.9779532296316965,None,MC Dropout
10,0.9826205506616709,None,MC Dropout
11,0.9818812779017858,None,MC Dropout
12,0.9782443922393176,None,MC Dropout
13,0.9829766409737725,None,MC Dropout
14,0.985298001036352,None,MC Dropout
15,0.9812812026666136,None,MC Dropout
16,0.9843939956353635,None,MC Dropout
17,0.9821310237962372,None,MC Dropout
18,0.9836600167410714,None,MC Dropout
19,0.9878421705596301,None,MC Dropout
20,0.9006282261439732,Noise,MC Dropout
21,0.9233638218470983,Noise,MC Dropout
22,0.8519218600526148,Noise,MC Dropout
23,0.9553286494040977,Noise,MC Dropout
24,0.9664306640625,Noise,MC Dropout
25,0.9089367924904336,Noise,MC Dropout
26,0.9417537767059949,Noise,MC Dropout
27,0.9619084572305484,Noise,MC Dropout
28,0.9749905333227042,Noise,MC Dropout
29,0.8850966473014987,Noise,MC Dropout
30,0.9278782435825892,Noise,MC Dropout
31,0.9384746940768494,Noise,MC Dropout
32,0.883497277084662,Noise,MC Dropout
33,0.9470523133569835,Noise,MC Dropout
34,0.9600431481186226,Noise,MC Dropout
35,0.9594835553850448,Noise,MC Dropout
36,0.9403182049186862,Noise,MC Dropout
37,0.9235069119200414,Noise,MC Dropout
38,0.8941958680444835,Noise,MC Dropout
39,0.9791403011399873,Noise,MC Dropout
40,0.808462026167889,Grey,MC Dropout
41,0.8344897834622129,Grey,MC Dropout
42,0.8262014583665498,Grey,MC Dropout
43,0.8328869878029337,Grey,MC Dropout
44,0.8457233662507972,Grey,MC Dropout
45,0.835647271603954,Grey,MC Dropout
46,0.8421805245535714,Grey,MC Dropout
47,0.8494661292251275,Grey,MC Dropout
48,0.8592314428212691,Grey,MC Dropout
49,0.7996035206074616,Grey,MC Dropout
50,0.8854351432955995,Grey,MC Dropout
51,0.8336181640625,Grey,MC Dropout
52,0.8011085354551978,Grey,MC Dropout
53,0.8461490553252551,Grey,MC Dropout
54,0.8438652194276148,Grey,MC Dropout
55,0.8448713652941645,Grey,MC Dropout
56,0.8232073102678572,Grey,MC Dropout
57,0.8413456508091519,Grey,MC Dropout
58,0.825943304567921,Grey,MC Dropout
59,0.8437338069993623,Grey,MC Dropout
60,0.935022782306282,Snow,MC Dropout
61,0.9307886240433674,Snow,MC Dropout
62,0.8835309087013712,Snow,MC Dropout
63,0.9696558738241392,Snow,MC Dropout
64,0.9681349773796238,Snow,MC Dropout
65,0.9244106059171716,Snow,MC Dropout
66,0.9502224046356823,Snow,MC Dropout
67,0.9633982132892218,Snow,MC Dropout
68,0.9729094213368942,Snow,MC Dropout
69,0.8651415766501913,Snow,MC Dropout
70,0.9363680469746494,Snow,MC Dropout
