,ROC,Measure,Classifier,GAN
93,0.9009168975207269,Lee Gan conditional 4,MC Dropout,Lee Gan conditional
94,0.9334800875916773,Lee Gan conditional 4,MC Dropout,Lee Gan conditional
95,0.925583197146046,Lee Gan conditional 4,MC Dropout,Lee Gan conditional
96,0.931005672532685,Lee Gan conditional 4,MC Dropout,Lee Gan conditional
97,0.9166455950055804,Lee Gan conditional 4,MC Dropout,Lee Gan conditional
98,0.9451606906190211,Lee Gan conditional 4,MC Dropout,Lee Gan conditional
99,0.9401858582788584,Lee Gan conditional 4,MC Dropout,Lee Gan conditional
100,0.8770795549665179,Lee Gan conditional 5,MC Dropout,Lee Gan conditional
101,0.8457686755121969,Lee Gan conditional 5,MC Dropout,Lee Gan conditional
102,0.8560856410435267,Lee Gan conditional 5,MC Dropout,Lee Gan conditional
103,0.8733659082529496,Lee Gan conditional 5,MC Dropout,Lee Gan conditional
104,0.8395714273258131,Lee Gan conditional 5,MC Dropout,Lee Gan conditional
105,0.8809560658980388,Lee Gan conditional 5,MC Dropout,Lee Gan conditional
106,0.8626394466477997,Lee Gan conditional 5,MC Dropout,Lee Gan conditional
107,0.8635484345105229,Lee Gan conditional 5,MC Dropout,Lee Gan conditional
108,0.8356208022759887,Lee Gan conditional 5,MC Dropout,Lee Gan conditional
109,0.8632762675382654,Lee Gan conditional 5,MC Dropout,Lee Gan conditional
110,0.867812798947704,Lee Gan conditional 5,MC Dropout,Lee Gan conditional
111,0.8701760428292411,Lee Gan conditional 5,MC Dropout,Lee Gan conditional
112,0.83756380665059,Lee Gan conditional 5,MC Dropout,Lee Gan conditional
113,0.8430350167410714,Lee Gan conditional 5,MC Dropout,Lee Gan conditional
114,0.8409856679488201,Lee Gan conditional 5,MC Dropout,Lee Gan conditional
115,0.8514354472257655,Lee Gan conditional 5,MC Dropout,Lee Gan conditional
116,0.8846566336495535,Lee Gan conditional 5,MC Dropout,Lee Gan conditional
117,0.8539914500956632,Lee Gan conditional 5,MC Dropout,Lee Gan conditional
118,0.8617422921316964,Lee Gan conditional 5,MC Dropout,Lee Gan conditional
119,0.8587279027822066,Lee Gan conditional 5,MC Dropout,Lee Gan conditional
120,0.9003330152861926,Lee Gan conditional 6,MC Dropout,Lee Gan conditional
121,0.8872302308374522,Lee Gan conditional 6,MC Dropout,Lee Gan conditional
122,0.9135910345583547,Lee Gan conditional 6,MC Dropout,Lee Gan conditional
123,0.9200392742546235,Lee Gan conditional 6,MC Dropout,Lee Gan conditional
124,0.9027837636519451,Lee Gan conditional 6,MC Dropout,Lee Gan conditional
125,0.9060183155293366,Lee Gan conditional 6,MC Dropout,Lee Gan conditional
126,0.8676683075573979,Lee Gan conditional 6,MC Dropout,Lee Gan conditional
127,0.8743989905532525,Lee Gan conditional 6,MC Dropout,Lee Gan conditional
128,0.9108734130859375,Lee Gan conditional 6,MC Dropout,Lee Gan conditional
129,0.8801415891063457,Lee Gan conditional 6,MC Dropout,Lee Gan conditional
130,0.9172313456632654,Lee Gan conditional 6,MC Dropout,Lee Gan conditional
131,0.9255405348174426,Lee Gan conditional 6,MC Dropout,Lee Gan conditional
132,0.9057150081712373,Lee Gan conditional 6,MC Dropout,Lee Gan conditional
133,0.8808251205755738,Lee Gan conditional 6,MC Dropout,Lee Gan conditional
134,0.9192961089465083,Lee Gan conditional 6,MC Dropout,Lee Gan conditional
135,0.8998783656529018,Lee Gan conditional 6,MC Dropout,Lee Gan conditional
136,0.901275011957908,Lee Gan conditional 6,MC Dropout,Lee Gan conditional
