Index,Level,Accuracy,Classifier,Transformation,ROC,Brier
18,Level 1,0.9877232142857143,MC Dropout,Grey,0.9917308680020546,0.0026458969805389643
19,Level 1,0.984375,MC Dropout,Grey,0.9916585681891805,0.002844244474545121
20,Level 2,0.9871651785714286,MC Dropout,Grey,0.9902671615012165,0.003540945239365101
21,Level 2,0.9871651785714286,MC Dropout,Grey,0.9926266375009216,0.0027416141238063574
22,Level 2,0.9888392857142857,MC Dropout,Grey,0.9897291196388261,0.0030187242664396763
23,Level 2,0.9871651785714286,MC Dropout,Grey,0.990857030501143,0.002719136420637369
24,Level 2,0.984375,MC Dropout,Grey,0.9923874311629414,0.003149221418425441
25,Level 2,0.9877232142857143,MC Dropout,Grey,0.9894453004622497,0.0032724195625633
26,Level 2,0.984375,MC Dropout,Grey,0.992265954000648,0.0038151333574205637
27,Level 2,0.9860491071428571,MC Dropout,Grey,0.9911035653650255,0.003125200979411602
28,Level 2,0.9877232142857143,MC Dropout,Grey,0.9896764252696456,0.0030738478526473045
29,Level 2,0.9860491071428571,MC Dropout,Grey,0.990899830220713,0.0032419615890830755
30,Level 2,0.9821428571428571,MC Dropout,Grey,0.9899147727272727,0.003782287472859025
31,Level 2,0.9871651785714286,MC Dropout,Grey,0.9916681003760414,0.004104710184037685
32,Level 2,0.9854910714285714,MC Dropout,Grey,0.99266051049743,0.0032795497681945562
33,Level 2,0.9877232142857143,MC Dropout,Grey,0.9895993836671803,0.0030487915500998497
34,Level 2,0.9849330357142857,MC Dropout,Grey,0.9858776623649146,0.003313610330224037
35,Level 2,0.9860491071428571,MC Dropout,Grey,0.9941143180531975,0.0031615132465958595
36,Level 2,0.9866071428571429,MC Dropout,Grey,0.9898190045248869,0.0029163470026105642
37,Level 2,0.9860491071428571,MC Dropout,Grey,0.9946576117713638,0.0029887391719967127
38,Level 2,0.98828125,MC Dropout,Grey,0.9877120808797827,0.0030101025477051735
39,Level 2,0.984375,MC Dropout,Grey,0.9893302559118885,0.0032928655855357647
40,Level 3,0.9866071428571429,MC Dropout,Grey,0.9890412895927602,0.004399062134325504
41,Level 3,0.9854910714285714,MC Dropout,Grey,0.9898510323198886,0.003527124645188451
42,Level 3,0.98828125,MC Dropout,Grey,0.9876045279771988,0.004034892655909061
43,Level 3,0.9854910714285714,MC Dropout,Grey,0.9898510323198885,0.0036405096761882305
44,Level 3,0.9854910714285714,MC Dropout,Grey,0.989742137816883,0.004234400112181902
45,Level 3,0.984375,MC Dropout,Grey,0.9867184969225786,0.004384422209113836
46,Level 3,0.9849330357142857,MC Dropout,Grey,0.9870527751547581,0.004973759409040213
47,Level 3,0.9849330357142857,MC Dropout,Grey,0.9883957612002937,0.004034686833620071
48,Level 3,0.98828125,MC Dropout,Grey,0.9860450108897314,0.0038755794521421194
49,Level 3,0.9871651785714286,MC Dropout,Grey,0.9871949271266007,0.004154095891863108
50,Level 3,0.9849330357142857,MC Dropout,Grey,0.9836953100409191,0.004823244176805019
51,Level 3,0.9854910714285714,MC Dropout,Grey,0.9850378952870458,0.005352781619876623
52,Level 3,0.984375,MC Dropout,Grey,0.9897959183673469,0.004309030715376139
53,Level 3,0.9821428571428571,MC Dropout,Grey,0.9919566761363636,0.004129563458263874
54,Level 3,0.9838169642857143,MC Dropout,Grey,0.9825141314765193,0.004191504325717688
55,Level 3,0.9849330357142857,MC Dropout,Grey,0.9911027174483266,0.004221417475491762
56,Level 3,0.9866071428571429,MC Dropout,Grey,0.9876508295625943,0.003675553249195218
57,Level 3,0.9854910714285714,MC Dropout,Grey,0.9925516159944247,0.0037953092250972986
58,Level 3,0.9854910714285714,MC Dropout,Grey,0.9888927606934402,0.0038768185768276453
59,Level 3,0.9838169642857143,MC Dropout,Grey,0.9880298081248656,0.004134871531277895
60,Level 4,0.9776785714285714,MC Dropout,Grey,0.9749714611872146,0.0069182016886770725
61,Level 4,0.9815848214285714,MC Dropout,Grey,0.9818078453666856,0.005774565506726503
62,Level 4,0.9838169642857143,MC Dropout,Grey,0.9778786159954623,0.0069564213044941425
63,Level 4,0.9793526785714286,MC Dropout,Grey,0.9770847770847771,0.006484823301434517
64,Level 4,0.9810267857142857,MC Dropout,Grey,0.9756240380111089,0.007575324270874262
65,Level 4,0.9787946428571429,MC Dropout,Grey,0.9724539398667708,0.007287320215255022
66,Level 4,0.9765625,MC Dropout,Grey,0.9762312925170067,0.007400938309729099
67,Level 4,0.9810267857142857,MC Dropout,Grey,0.9731479622565748,0.006880854722112417
68,Level 4,0.9860491071428571,MC Dropout,Grey,0.9778381437464628,0.0061869132332503796
69,Level 4,0.9849330357142857,MC Dropout,Grey,0.9722799286538663,0.006982133723795414
70,Level 4,0.9748883928571429,MC Dropout,Grey,0.9704763721936017,0.007609943859279156
71,Level 4,0.98046875,MC Dropout,Grey,0.9737377022522157,0.008765380829572678
72,Level 4,0.9787946428571429,MC Dropout,Grey,0.9774050291064034,0.007245906163007021
73,Level 4,0.9776785714285714,MC Dropout,Grey,0.9752996575342465,0.006920395884662867
74,Level 4,0.98046875,MC Dropout,Grey,0.9632978290917961,0.006145509425550699
75,Level 4,0.9799107142857143,MC Dropout,Grey,0.9745634016704631,0.007322827819734812
76,Level 4,0.9787946428571429,MC Dropout,Grey,0.9762647782512152,0.00619021151214838
77,Level 4,0.9793526785714286,MC Dropout,Grey,0.9814121814121815,0.00598380621522665
78,Level 4,0.9810267857142857,MC Dropout,Grey,0.9699524861138995,0.0062936763279139996
79,Level 4,0.9760044642857143,MC Dropout,Grey,0.9749757336418152,0.006358577869832516
80,Level 5,0.8800223214285714,MC Dropout,Grey,0.9751721697069797,0.013877389021217823
81,Level 5,0.8895089285714286,MC Dropout,Grey,0.9614463328390555,0.013454381376504898
82,Level 5,0.8850446428571429,MC Dropout,Grey,0.970953366226325,0.014370040036737919
83,Level 5,0.8404017857142857,MC Dropout,Grey,0.9732538377956705,0.015803780406713486
84,Level 5,0.8392857142857143,MC Dropout,Grey,0.9833476470153664,0.017091654241085052
85,Level 5,0.8705357142857143,MC Dropout,Grey,0.9720324933687003,0.014310408383607864
86,Level 5,0.9107142857142857,MC Dropout,Grey,0.9528607536764706,0.012870351783931255
87,Level 5,0.8616071428571429,MC Dropout,Grey,0.9741689996657195,0.014678096398711205
88,Level 5,0.90234375,MC Dropout,Grey,0.9511016874282179,0.013513967394828796
89,Level 5,0.8727678571428571,MC Dropout,Grey,0.9614601561448378,0.014913838356733322
90,Level 5,0.8878348214285714,MC Dropout,Grey,0.9446701126673358,0.014558511786162853
91,Level 5,0.8727678571428571,MC Dropout,Grey,0.9657647956207656,0.015067102387547493
92,Level 5,0.8498883928571429,MC Dropout,Grey,0.9731770839689812,0.015979038551449776
93,Level 5,0.8716517857142857,MC Dropout,Grey,0.965200690307855,0.01522558368742466
94,Level 5,0.9441964285714286,MC Dropout,Grey,0.9377777777777778,0.010110028088092804
95,Level 5,0.8498883928571429,MC Dropout,Grey,0.9821815190621133,0.01485401764512062
96,Level 5,0.8878348214285714,MC Dropout,Grey,0.970346257399364,0.013477806933224201
97,Level 5,0.9123883928571429,MC Dropout,Grey,0.9506612906367479,0.011630683206021786
98,Level 5,0.890625,MC Dropout,Grey,0.9712195028387296,0.012516717426478863
99,Level 5,0.9112723214285714,MC Dropout,Grey,0.9661810072906678,0.011261586099863052
0,Level 1,0.9893973214285714,Baseline,Snow,0.9911241725294623,0.0011457179207354784
1,Level 1,0.9888392857142857,Baseline,Snow,0.9818566591422121,0.0013876518933102489
2,Level 1,0.9871651785714286,Baseline,Snow,0.9951090028756113,0.0012733044568449259
3,Level 1,0.9905133928571429,Baseline,Snow,0.992178956089478,0.0010865365620702505
4,Level 1,0.9905133928571429,Baseline,Snow,0.9811764705882353,0.001360108028165996
5,Level 1,0.9927455357142857,Baseline,Snow,0.9807584208933281,0.0011063255369663239
6,Level 1,0.98828125,Baseline,Snow,0.9827108709096287,0.0013091126456856728
7,Level 1,0.9916294642857143,Baseline,Snow,0.9953854811480023,0.001035907189361751
8,Level 1,0.9916294642857143,Baseline,Snow,0.9843556555993247,0.001287291874177754
9,Level 1,0.9905133928571429,Baseline,Snow,0.9869759734879866,0.0012485322076827288
10,Level 1,0.9888392857142857,Baseline,Snow,0.9743510158013544,0.0015904954634606838
11,Level 1,0.9905133928571429,Baseline,Snow,0.9853189726594864,0.0012473348760977387
12,Level 1,0.9866071428571429,Baseline,Snow,0.9887349170437407,0.0015344740822911263
13,Level 1,0.9921875,Baseline,Snow,0.9854170014462478,0.0012010658392682672
14,Level 1,0.9921875,Baseline,Snow,0.9910011248593925,0.0010688225738704205
15,Level 1,0.9832589285714286,Baseline,Snow,0.9849602724177071,0.001855991780757904
16,Level 1,0.9899553571428571,Baseline,Snow,0.9796129274708756,0.0017043546540662646
17,Level 1,0.9893973214285714,Baseline,Snow,0.9888977944014012,0.0013304577441886067
18,Level 1,0.9893973214285714,Baseline,Snow,0.9877400777748093,0.0012769644381478429
19,Level 1,0.9871651785714286,Baseline,Snow,0.9798707203775161,0.0016921478090807796
20,Level 2,0.9866071428571429,Baseline,Snow,0.9935661764705882,0.001409995718859136
21,Level 2,0.9871651785714286,Baseline,Snow,0.9659596431292551,0.0018060049042105675
22,Level 2,0.9899553571428571,Baseline,Snow,0.9908242515345107,0.0013480049092322588
23,Level 2,0.9905133928571429,Baseline,Snow,0.9910853355426678,0.0012012397637590766
24,Level 2,0.98828125,Baseline,Snow,0.9815546772068512,0.0015584280481562018
25,Level 2,0.9916294642857143,Baseline,Snow,0.9747514537610205,0.001342150615528226
26,Level 2,0.9860491071428571,Baseline,Snow,0.9770684776457272,0.0017134613590314984
27,Level 2,0.9899553571428571,Baseline,Snow,0.9953651509457597,0.0012070444645360112
28,Level 2,0.9888392857142857,Baseline,Snow,0.9694130925507901,0.0015720161609351635
29,Level 2,0.9893973214285714,Baseline,Snow,0.9875322824828568,0.0014388327253982425
30,Level 2,0.9849330357142857,Baseline,Snow,0.9706221802539083,0.001966706709936261
31,Level 2,0.9860491071428571,Baseline,Snow,0.9856253537068478,0.0016362949972972274
32,Level 2,0.9860491071428571,Baseline,Snow,0.9787436332767403,0.0018523061880841851
33,Level 2,0.9877232142857143,Baseline,Snow,0.9860554699537751,0.0016804179176688194
34,Level 2,0.9921875,Baseline,Snow,0.990036959665756,0.0012032411759719253
35,Level 2,0.9793526785714286,Baseline,Snow,0.9704781704781706,0.002550532342866063
36,Level 2,0.9860491071428571,Baseline,Snow,0.9785398981324279,0.0020789485424757004
37,Level 2,0.98828125,Baseline,Snow,0.9782474254523944,0.0016627428121864796
38,Level 2,0.98828125,Baseline,Snow,0.9888682745825603,0.0014414447359740734
39,Level 2,0.9827008928571429,Baseline,Snow,0.9735487534575298,0.002194545231759548
40,Level 3,0.9849330357142857,Baseline,Snow,0.9867380128003357,0.002121207769960165
41,Level 3,0.98046875,Baseline,Snow,0.9584681681437515,0.002743895398452878
42,Level 3,0.9860491071428571,Baseline,Snow,0.9842671194114317,0.0018396166851744056
43,Level 3,0.9877232142857143,Baseline,Snow,0.9718027734976887,0.001629869919270277
44,Level 3,0.9866071428571429,Baseline,Snow,0.9738876319758673,0.002018062165006995
45,Level 3,0.9877232142857143,Baseline,Snow,0.9696199280945044,0.002063893945887685
46,Level 3,0.9787946428571429,Baseline,Snow,0.967307807717698,0.0031218782532960176
47,Level 3,0.9849330357142857,Baseline,Snow,0.98722064841045,0.001968580298125744
48,Level 3,0.9866071428571429,Baseline,Snow,0.9486708144796381,0.00200118450447917
49,Level 3,0.9871651785714286,Baseline,Snow,0.9801410770024824,0.0019053886644542217
50,Level 3,0.9715401785714286,Baseline,Snow,0.9497133718507507,0.0034789624623954296
51,Level 3,0.9793526785714286,Baseline,Snow,0.9758373758373758,0.0024429778568446636
52,Level 3,0.9782366071428571,Baseline,Snow,0.9686983486184855,0.002730092965066433
53,Level 3,0.9760044642857143,Baseline,Snow,0.9671839057534539,0.0031569635029882193
54,Level 3,0.9877232142857143,Baseline,Snow,0.9912942989214176,0.001709256204776466
55,Level 3,0.9659598214285714,Baseline,Snow,0.9494085670180223,0.004137808457016945
56,Level 3,0.9810267857142857,Baseline,Snow,0.9691996252425885,0.0028648171573877335
57,Level 3,0.9821428571428571,Baseline,Snow,0.9676846590909092,0.0027433086652308702
58,Level 3,0.9860491071428571,Baseline,Snow,0.9797623089983023,0.002042572945356369
59,Level 3,0.9754464285714286,Baseline,Snow,0.9596421884751404,0.0030371500179171562
60,Level 4,0.9771205357142857,Baseline,Snow,0.9749968659024112,0.003293468616902828
61,Level 4,0.9609375,Baseline,Snow,0.934917869586859,0.005072343163192272
62,Level 4,0.9821428571428571,Baseline,Snow,0.9734730113636363,0.002685102866962552
63,Level 4,0.98046875,Baseline,Snow,0.9736401333441744,0.0024215944577008486
64,Level 4,0.9815848214285714,Baseline,Snow,0.9802401502230951,0.0024307798594236374
65,Level 4,0.9782366071428571,Baseline,Snow,0.966036245557067,0.003351982682943344
66,Level 4,0.94921875,Baseline,Snow,0.9268497522465776,0.006290410179644823
67,Level 4,0.9810267857142857,Baseline,Snow,0.9644649668741216,0.003200915642082691
68,Level 4,0.9732142857142857,Baseline,Snow,0.9559561353211008,0.003141748020425439
69,Level 4,0.9754464285714286,Baseline,Snow,0.9761935718743499,0.002967182081192732
70,Level 4,0.9475446428571429,Baseline,Snow,0.917844522968198,0.0059076943434774876
71,Level 4,0.9743303571428571,Baseline,Snow,0.9747372877135316,0.0032082542311400175
72,Level 4,0.9732142857142857,Baseline,Snow,0.9517154051987767,0.003589077852666378
73,Level 4,0.9553571428571429,Baseline,Snow,0.9463419976635513,0.005368534475564957
74,Level 4,0.9832589285714286,Baseline,Snow,0.9863412788497918,0.0024274277966469526
75,Level 4,0.9430803571428571,Baseline,Snow,0.9364427427775844,0.006191090680658817
76,Level 4,0.9715401785714286,Baseline,Snow,0.9642531337635571,0.004129795357584953
77,Level 4,0.9670758928571429,Baseline,Snow,0.9620526763621428,0.004643077030777931
78,Level 4,0.9771205357142857,Baseline,Snow,0.9775041439734785,0.0029719199519604445
79,Level 4,0.9598214285714286,Baseline,Snow,0.9462451550387597,0.00450890464708209
80,Level 5,0.9670758928571429,Baseline,Snow,0.961553884221542,0.004632863681763411
81,Level 5,0.9369419642857143,Baseline,Snow,0.9210286358820832,0.007382347714155912
82,Level 5,0.9765625,Baseline,Snow,0.975156462585034,0.0032253519166260958
83,Level 5,0.9776785714285714,Baseline,Snow,0.9531820776255708,0.003001418197527528
84,Level 5,0.9754464285714286,Baseline,Snow,0.9779618265030164,0.003100467612966895
85,Level 5,0.9659598214285714,Baseline,Snow,0.962506274208976,0.004367668181657791
86,Level 5,0.9302455357142857,Baseline,Snow,0.9179124175164968,0.008096308447420597
87,Level 5,0.9614955357142857,Baseline,Snow,0.9662284354050484,0.004888295661658049
88,Level 5,0.9670758928571429,Baseline,Snow,0.9461695697673281,0.003816002979874611
89,Level 5,0.9754464285714286,Baseline,Snow,0.9598242146869149,0.003638233058154583
90,Level 5,0.9274553571428571,Baseline,Snow,0.8807553457372952,0.008273270912468433
91,Level 5,0.9614955357142857,Baseline,Snow,0.9743201527500904,0.00419758353382349
92,Level 5,0.96875,Baseline,Snow,0.940853357472021,0.004434378817677498
93,Level 5,0.9380580357142857,Baseline,Snow,0.9312078288877812,0.0071615795604884624
94,Level 5,0.9760044642857143,Baseline,Snow,0.984602497107982,0.003125416813418269
95,Level 5,0.9146205357142857,Baseline,Snow,0.9313187141848808,0.00834494549781084
96,Level 5,0.9620535714285714,Baseline,Snow,0.9588849460898048,0.00511192949488759
97,Level 5,0.9503348214285714,Baseline,Snow,0.9442820666767833,0.006411036476492882
98,Level 5,0.9709821428571429,Baseline,Snow,0.9687444739168878,0.0038704704493284225
99,Level 5,0.9547991071428571,Baseline,Snow,0.9408980381121429,0.005397951230406761
0,Level 1,0.9854910714285714,MC Dropout,Snow,0.992203153584807,0.003069960977882147
1,Level 1,0.9827008928571429,MC Dropout,Snow,0.9944496345551463,0.0037530355621129274
2,Level 1,0.9893973214285714,MC Dropout,Snow,0.9867307863567548,0.0028848915826529264
3,Level 1,0.9854910714285714,MC Dropout,Snow,0.9939236867322938,0.002939219819381833
4,Level 1,0.9877232142857143,MC Dropout,Snow,0.9872367745249101,0.002957521006464958
5,Level 1,0.9866071428571429,MC Dropout,Snow,0.9907145550527904,0.0031231497414410114
6,Level 1,0.9838169642857143,MC Dropout,Snow,0.9896727756371388,0.0035825015511363745
7,Level 1,0.9832589285714286,MC Dropout,Snow,0.9935300794551646,0.003280886448919773
8,Level 1,0.9860491071428571,MC Dropout,Snow,0.9882059988681381,0.0035093955229967833
9,Level 1,0.9815848214285714,MC Dropout,Snow,0.9905938291384568,0.0039610774256289005
10,Level 1,0.9827008928571429,MC Dropout,Snow,0.9903647121320365,0.004237852059304714
11,Level 1,0.9888392857142857,MC Dropout,Snow,0.9898984198645598,0.003073981264606118
12,Level 1,0.9838169642857143,MC Dropout,Snow,0.9890664423885618,0.0041914745233953
13,Level 1,0.98828125,MC Dropout,Snow,0.9928477319781668,0.002925675129517913
14,Level 1,0.9877232142857143,MC Dropout,Snow,0.9912172573189523,0.002839440479874611
15,Level 1,0.9854910714285714,MC Dropout,Snow,0.9932703197142609,0.002782759489491582
16,Level 1,0.9877232142857143,MC Dropout,Snow,0.9876990241397021,0.0031118367332965136
17,Level 1,0.9877232142857143,MC Dropout,Snow,0.9905495634309195,0.003204237436875701
18,Level 1,0.984375,MC Dropout,Snow,0.9938451571104633,0.003394792089238763
19,Level 1,0.9832589285714286,MC Dropout,Snow,0.9933976541808551,0.0033918251283466816
20,Level 2,0.9832589285714286,MC Dropout,Snow,0.9918085508891412,0.003844452789053321
21,Level 2,0.9838169642857143,MC Dropout,Snow,0.9907680873119877,0.004679091740399599
22,Level 2,0.9860491071428571,MC Dropout,Snow,0.9890209394453876,0.003466967260465026
23,Level 2,0.9866071428571429,MC Dropout,Snow,0.9947209653092007,0.0036246199160814285
24,Level 2,0.9860491071428571,MC Dropout,Snow,0.9908319185059423,0.0035593758802860975
25,Level 2,0.9849330357142857,MC Dropout,Snow,0.9899485888154443,0.0037464334163814783
26,Level 2,0.9821428571428571,MC Dropout,Snow,0.9884055397727272,0.004533990751951933
27,Level 2,0.9821428571428571,MC Dropout,Snow,0.9934303977272727,0.0038212493527680635
28,Level 2,0.9832589285714286,MC Dropout,Snow,0.9888573590616723,0.004340360406786203
29,Level 2,0.98046875,MC Dropout,Snow,0.9880315472802668,0.005245709791779518
30,Level 2,0.98046875,MC Dropout,Snow,0.9841938368973088,0.005560718942433596
31,Level 2,0.9854910714285714,MC Dropout,Snow,0.9908093039463368,0.0036689727567136288
32,Level 2,0.9838169642857143,MC Dropout,Snow,0.9854480020341503,0.005102369002997875
33,Level 2,0.9877232142857143,MC Dropout,Snow,0.9938623523369285,0.0034549536649137735
34,Level 2,0.98828125,MC Dropout,Snow,0.9906428974751957,0.0033802485559135675
35,Level 2,0.9832589285714286,MC Dropout,Snow,0.9931138857359061,0.0036051764618605375
36,Level 2,0.9849330357142857,MC Dropout,Snow,0.98581470989403,0.0037527019158005714
37,Level 2,0.9871651785714286,MC Dropout,Snow,0.9887187553764102,0.003999791108071804
38,Level 2,0.9854910714285714,MC Dropout,Snow,0.9912013241571566,0.00413047568872571
39,Level 2,0.9827008928571429,MC Dropout,Snow,0.9919766994559542,0.004053134471178055
40,Level 3,0.9787946428571429,MC Dropout,Snow,0.9881323891256077,0.0056392112746834755
41,Level 3,0.9776785714285714,MC Dropout,Snow,0.9915953196347032,0.006619529332965612
42,Level 3,0.9838169642857143,MC Dropout,Snow,0.9818491208167897,0.004769288469105959
43,Level 3,0.9810267857142857,MC Dropout,Snow,0.9918523723482567,0.005521169397979975
44,Level 3,0.9815848214285714,MC Dropout,Snow,0.9863042017675332,0.005176754668354988
45,Level 3,0.9810267857142857,MC Dropout,Snow,0.985444689821321,0.005282668396830559
46,Level 3,0.9810267857142857,MC Dropout,Snow,0.9842233821856387,0.006615054793655872
47,Level 3,0.9765625,MC Dropout,Snow,0.9898639455782313,0.005152385216206312
48,Level 3,0.9799107142857143,MC Dropout,Snow,0.9845925082257656,0.0061594038270413876
49,Level 3,0.9732142857142857,MC Dropout,Snow,0.9700401376146789,0.008100136183202267
50,Level 3,0.9776785714285714,MC Dropout,Snow,0.9800941780821918,0.008157715201377869
51,Level 3,0.9821428571428571,MC Dropout,Snow,0.9916548295454546,0.005283977836370468
52,Level 3,0.9799107142857143,MC Dropout,Snow,0.9820615034168565,0.006951171439141035
53,Level 3,0.9821428571428571,MC Dropout,Snow,0.9923117897727272,0.004995538853108883
54,Level 3,0.9860491071428571,MC Dropout,Snow,0.9878438030560271,0.004763760603964329
55,Level 3,0.98046875,MC Dropout,Snow,0.984730465891536,0.005493561737239361
56,Level 3,0.9776785714285714,MC Dropout,Snow,0.9854166666666666,0.005187756847590208
57,Level 3,0.9832589285714286,MC Dropout,Snow,0.9899735149451381,0.005651076789945364
58,Level 3,0.9810267857142857,MC Dropout,Snow,0.988606705480827,0.005965026095509529
59,Level 3,0.9815848214285714,MC Dropout,Snow,0.9885782210966975,0.005740211345255375
60,Level 4,0.9760044642857143,MC Dropout,Snow,0.9840706317231108,0.008453142829239368
61,Level 4,0.9715401785714286,MC Dropout,Snow,0.9829825094885744,0.009155720472335815
62,Level 4,0.9771205357142857,MC Dropout,Snow,0.9888983298742182,0.006781314499676228
63,Level 4,0.9748883928571429,MC Dropout,Snow,0.9875214653692043,0.008019317872822285
64,Level 4,0.9799107142857143,MC Dropout,Snow,0.9732188053657302,0.007300637196749449
65,Level 4,0.9821428571428571,MC Dropout,Snow,0.983877840909091,0.00695521105080843
66,Level 4,0.9760044642857143,MC Dropout,Snow,0.9800816413365778,0.009346883744001389
67,Level 4,0.9754464285714286,MC Dropout,Snow,0.9840857083420013,0.0067330049350857735
68,Level 4,0.9743303571428571,MC Dropout,Snow,0.9750610090143932,0.008961301296949387
69,Level 4,0.96484375,MC Dropout,Snow,0.9420621149944458,0.012088487856090069
70,Level 4,0.9614955357142857,MC Dropout,Snow,0.961105924112813,0.011728963814675808
71,Level 4,0.9793526785714286,MC Dropout,Snow,0.9866173866173866,0.007292457856237888
72,Level 4,0.97265625,MC Dropout,Snow,0.9726837378669198,0.00941009633243084
73,Level 4,0.98046875,MC Dropout,Snow,0.9917716887551834,0.007103509735316038
74,Level 4,0.9793526785714286,MC Dropout,Snow,0.9827981827981829,0.006885685492306948
75,Level 4,0.9732142857142857,MC Dropout,Snow,0.9781393348623854,0.007773994002491236
76,Level 4,0.9782366071428571,MC Dropout,Snow,0.9789225796071204,0.006690640933811665
77,Level 4,0.9799107142857143,MC Dropout,Snow,0.9851619843077701,0.007798884529620409
78,Level 4,0.9743303571428571,MC Dropout,Snow,0.9876985905672593,0.00832519680261612
79,Level 4,0.9782366071428571,MC Dropout,Snow,0.9870697851302529,0.008129337802529335
80,Level 5,0.9693080357142857,MC Dropout,Snow,0.9730151253467316,0.010642198845744133
81,Level 5,0.9665178571428571,MC Dropout,Snow,0.9748652809853734,0.010986179113388062
82,Level 5,0.9754464285714286,MC Dropout,Snow,0.984852818805908,0.008100191131234169
83,Level 5,0.9732142857142857,MC Dropout,Snow,0.9779004204892967,0.009940465912222862
84,Level 5,0.9793526785714286,MC Dropout,Snow,0.9596365596365597,0.008521667681634426
85,Level 5,0.9765625,MC Dropout,Snow,0.9774149659863945,0.00821839552372694
86,Level 5,0.9693080357142857,MC Dropout,Snow,0.9749725231590517,0.011372610926628113
87,Level 5,0.9704241071428571,MC Dropout,Snow,0.9741773085811624,0.008014502003788948
88,Level 5,0.9659598214285714,MC Dropout,Snow,0.9690693335606254,0.010433738119900227
89,Level 5,0.953125,MC Dropout,Snow,0.9386291401806625,0.014356588944792747
90,Level 5,0.9503348214285714,MC Dropout,Snow,0.9563031530610224,0.014140349812805653
91,Level 5,0.9799107142857143,MC Dropout,Snow,0.9777113389015439,0.008767453022301197
92,Level 5,0.9704241071428571,MC Dropout,Snow,0.9602026755780269,0.010935724712908268
93,Level 5,0.9793526785714286,MC Dropout,Snow,0.9898205898205898,0.008685634471476078
94,Level 5,0.9793526785714286,MC Dropout,Snow,0.9819049819049819,0.008166148327291012
95,Level 5,0.9698660714285714,MC Dropout,Snow,0.9767719387972553,0.009673187509179115
96,Level 5,0.9760044642857143,MC Dropout,Snow,0.9624901937319663,0.007963581010699272
97,Level 5,0.9787946428571429,MC Dropout,Snow,0.9748694712836824,0.009263884276151657
98,Level 5,0.9715401785714286,MC Dropout,Snow,0.9766079895484902,0.010222393088042736
99,Level 5,0.9787946428571429,MC Dropout,Snow,0.9785752865630438,0.009644503705203533
0,Level 1,0.9921875,Baseline,Rain,0.9923670255503776,0.000902875151950866
1,Level 1,0.9815848214285714,Baseline,Rain,0.9856323324202801,0.001814870978705585
2,Level 1,0.9933035714285714,Baseline,Rain,0.9697097378277154,0.0010364382760599256
3,Level 1,0.9877232142857143,Baseline,Rain,0.9903441191576784,0.0013003558851778507
4,Level 1,0.9893973214285714,Baseline,Rain,0.9949535429097278,0.0010617407970130444
5,Level 1,0.98828125,Baseline,Rain,0.986986098787341,0.0014261167962104082
6,Level 1,0.9860491071428571,Baseline,Rain,0.976095076400679,0.0014766283566132188
7,Level 1,0.9536830357142857,Baseline,Rain,0.9679372845389752,0.0049576181918382645
8,Level 1,0.9866071428571429,Baseline,Rain,0.9746889140271493,0.0015836230013519526
9,Level 1,0.9877232142857143,Baseline,Rain,0.9811248073959938,0.0014900661772117019
10,Level 1,0.9893973214285714,Baseline,Rain,0.9875025974411494,0.0012772239279001951
11,Level 1,0.9916294642857143,Baseline,Rain,0.9910710936034516,0.0010421579936519265
12,Level 1,0.984375,Baseline,Rain,0.989694687398769,0.0015925095649436116
13,Level 1,0.9910714285714286,Baseline,Rain,0.9928913288288288,0.0009549943497404456
14,Level 1,0.9899553571428571,Baseline,Rain,0.9957096329700614,0.001050114049576223
15,Level 1,0.9905133928571429,Baseline,Rain,0.9903231151615575,0.0011312899878248572
16,Level 1,0.9871651785714286,Baseline,Rain,0.9884975545014378,0.001408622250892222
17,Level 1,0.9866071428571429,Baseline,Rain,0.9816176470588235,0.0014330751728266478
18,Level 1,0.9866071428571429,Baseline,Rain,0.9629289215686274,0.0019611117895692587
19,Level 1,0.98828125,Baseline,Rain,0.9902395740905058,0.0012732654577121139
20,Level 2,0.98828125,Baseline,Rain,0.9863138931461912,0.0013648022431880236
21,Level 2,0.96484375,Baseline,Rain,0.9483231889246927,0.00393020361661911
22,Level 2,0.9916294642857143,Baseline,Rain,0.9667604577002439,0.0011908916058018804
23,Level 2,0.9838169642857143,Baseline,Rain,0.985487120308252,0.0016899139154702425
24,Level 2,0.9877232142857143,Baseline,Rain,0.9924499229583976,0.0011621193261817098
25,Level 2,0.9765625,Baseline,Rain,0.9629659863945579,0.002809829544275999
26,Level 2,0.9838169642857143,Baseline,Rain,0.9669450583840241,0.0018179155886173248
27,Level 2,0.9341517857142857,Baseline,Rain,0.9577688678290099,0.007168734911829233
28,Level 2,0.9793526785714286,Baseline,Rain,0.9583737583737585,0.002471822313964367
29,Level 2,0.9765625,Baseline,Rain,0.9627074829931972,0.0026226970367133617
30,Level 2,0.9793526785714286,Baseline,Rain,0.9864017864017864,0.002011774107813835
31,Level 2,0.9871651785714286,Baseline,Rain,0.9890136898763734,0.0014562623109668493
32,Level 2,0.97265625,Baseline,Rain,0.9778706663388247,0.0026690245140343904
33,Level 2,0.9916294642857143,Baseline,Rain,0.9929469142749954,0.0009396499372087419
34,Level 2,0.9905133928571429,Baseline,Rain,0.9896603148301575,0.0011841128580272198
35,Level 2,0.984375,Baseline,Rain,0.9825680272108844,0.0018809424946084619
