Index,Level,Accuracy,Classifier,Transformation,ROC,Brier
6,Level 1,0.9849330357142857,Baseline,Grey,0.9849753436155703,0.001687580836005509
7,Level 1,0.9810267857142857,Baseline,Grey,0.978836244395369,0.001971698831766844
8,Level 1,0.9916294642857143,Baseline,Grey,0.9833427124366911,0.0010165129788219929
9,Level 1,0.9905133928571429,Baseline,Grey,0.9905550952775476,0.0010767178609967232
10,Level 1,0.9899553571428571,Baseline,Grey,0.9921708630840536,0.0010964050889015198
11,Level 1,0.9921875,Baseline,Grey,0.9912823397075367,0.0009112510015256703
12,Level 1,0.9916294642857143,Baseline,Grey,0.9911461264303132,0.0010150118032470345
13,Level 1,0.9910714285714286,Baseline,Grey,0.9859938063063063,0.0011343058431521058
14,Level 1,0.9910714285714286,Baseline,Grey,0.9880701013513513,0.0010610445169731975
15,Level 1,0.98828125,Baseline,Grey,0.9916108735984511,0.0011873694602400064
16,Level 1,0.9877232142857143,Baseline,Grey,0.9750385208012328,0.0015301371458917856
17,Level 1,0.9927455357142857,Baseline,Grey,0.9905305487093008,0.0009726283606141806
18,Level 1,0.9860491071428571,Baseline,Grey,0.9950877192982456,0.0013770119985565543
19,Level 1,0.9905133928571429,Baseline,Grey,0.9859154929577465,0.0011879970552399755
20,Level 2,0.9927455357142857,Baseline,Grey,0.9882820945215549,0.0011134748347103596
21,Level 2,0.9916294642857143,Baseline,Grey,0.9858938285499905,0.0011465327115729451
22,Level 2,0.9910714285714286,Baseline,Grey,0.9772311373873874,0.0012198984622955322
23,Level 2,0.9916294642857143,Baseline,Grey,0.9695741887075595,0.0014118737308308482
24,Level 2,0.9827008928571429,Baseline,Grey,0.9888443149969774,0.0018798982491716743
25,Level 2,0.9921875,Baseline,Grey,0.9758155230596176,0.001101282425224781
26,Level 2,0.9821428571428571,Baseline,Grey,0.9805930397727273,0.002061797073110938
27,Level 2,0.9799107142857143,Baseline,Grey,0.9668280182232346,0.002328119706362486
28,Level 2,0.9921875,Baseline,Grey,0.9727221597300337,0.0011911495821550488
29,Level 2,0.98828125,Baseline,Grey,0.9906428974751956,0.0012640689965337515
30,Level 2,0.9888392857142857,Baseline,Grey,0.9880925507900677,0.001367209479212761
31,Level 2,0.9916294642857143,Baseline,Grey,0.988219846182705,0.001067064586095512
32,Level 2,0.9916294642857143,Baseline,Grey,0.9848433689739262,0.0012421354185789824
33,Level 2,0.9905133928571429,Baseline,Grey,0.9791880695940348,0.0013021713821217418
34,Level 2,0.9899553571428571,Baseline,Grey,0.9826506325942628,0.0012879213318228722
35,Level 2,0.98828125,Baseline,Grey,0.9899438036083998,0.0012503277976065874
36,Level 2,0.9838169642857143,Baseline,Grey,0.9678643378254151,0.0018954952247440815
37,Level 2,0.9933035714285714,Baseline,Grey,0.9851123595505619,0.0011524981819093227
38,Level 2,0.9849330357142857,Baseline,Grey,0.9921938936103243,0.0015989851672202349
39,Level 2,0.98828125,Baseline,Grey,0.9833024118738405,0.0013817375293001533
40,Level 3,0.9888392857142857,Baseline,Grey,0.9775112866817157,0.001923411269672215
41,Level 3,0.9893973214285714,Baseline,Grey,0.977409683260605,0.0017633562674745917
42,Level 3,0.98828125,Baseline,Grey,0.9567637331612486,0.0020264664199203253
43,Level 3,0.9854910714285714,Baseline,Grey,0.9667871765833261,0.002429219428449869
44,Level 3,0.9771205357142857,Baseline,Grey,0.9686311654664234,0.0030708294361829758
45,Level 3,0.9893973214285714,Baseline,Grey,0.9693353519161695,0.0014873296022415161
46,Level 3,0.9748883928571429,Baseline,Grey,0.9708070978820835,0.002886745845898986
47,Level 3,0.9748883928571429,Baseline,Grey,0.9430897411435477,0.0032017577905207872
48,Level 3,0.9877232142857143,Baseline,Grey,0.9677452491011813,0.0018371945479884744
49,Level 3,0.9866071428571429,Baseline,Grey,0.9800622171945702,0.0019010071409866214
50,Level 3,0.9849330357142857,Baseline,Grey,0.97204910292729,0.002259441651403904
51,Level 3,0.9899553571428571,Baseline,Grey,0.9776086684203933,0.00163868791423738
52,Level 3,0.9854910714285714,Baseline,Grey,0.9772192699712519,0.0021791972685605288
53,Level 3,0.98828125,Baseline,Grey,0.9626791428033663,0.001962409820407629
54,Level 3,0.98828125,Baseline,Grey,0.9628135839315963,0.002333696698769927
55,Level 3,0.9854910714285714,Baseline,Grey,0.9857565990068823,0.0015894854441285133
56,Level 3,0.9765625,Baseline,Grey,0.9455510204081633,0.0031869476661086082
57,Level 3,0.9893973214285714,Baseline,Grey,0.9803188173479385,0.0017389210406690836
58,Level 3,0.98046875,Baseline,Grey,0.9748434832100171,0.002474279375746846
59,Level 3,0.984375,Baseline,Grey,0.9730320699708455,0.0020404483657330275
60,Level 4,0.9642857142857143,Baseline,Grey,0.9479166666666667,0.0058503965847194195
61,Level 4,0.9715401785714286,Baseline,Grey,0.9450619995269791,0.005516197066754103
62,Level 4,0.9497767857142857,Baseline,Grey,0.9365256560908735,0.006726968567818403
63,Level 4,0.9458705357142857,Baseline,Grey,0.9280235988200589,0.006743262056261301
64,Level 4,0.9302455357142857,Baseline,Grey,0.9246166766646671,0.009042122401297092
65,Level 4,0.9743303571428571,Baseline,Grey,0.9522262064843867,0.0039564575999975204
66,Level 4,0.9408482142857143,Baseline,Grey,0.938880682199691,0.006552006583660841
67,Level 4,0.9464285714285714,Baseline,Grey,0.9009495381289306,0.007096666377037764
68,Level 4,0.9614955357142857,Baseline,Grey,0.954923582898046,0.005274238996207714
69,Level 4,0.9598214285714286,Baseline,Grey,0.9477309431524548,0.005816899240016937
70,Level 4,0.95703125,Baseline,Grey,0.9193442126386733,0.007036034017801285
71,Level 4,0.9754464285714286,Baseline,Grey,0.9505668816309549,0.004975237417966127
72,Level 4,0.9391741071428571,Baseline,Grey,0.9446597654908504,0.00764513248577714
73,Level 4,0.9637276785714286,Baseline,Grey,0.9536323549062403,0.005551505833864212
74,Level 4,0.9324776785714286,Baseline,Grey,0.9508781300849198,0.007730202749371529
75,Level 4,0.9821428571428571,Baseline,Grey,0.9460759943181818,0.0034972599241882563
76,Level 4,0.9190848214285714,Baseline,Grey,0.8898771015220986,0.009980420581996441
77,Level 4,0.9698660714285714,Baseline,Grey,0.960661466990581,0.004855801817029715
78,Level 4,0.9441964285714286,Baseline,Grey,0.9191430260047282,0.007509299088269472
79,Level 4,0.9620535714285714,Baseline,Grey,0.921838747099768,0.0055906097404658794
80,Level 5,0.8236607142857143,Baseline,Grey,0.9624112380364311,0.015871766954660416
81,Level 5,0.8214285714285714,Baseline,Grey,0.952233355978261,0.016679560765624046
82,Level 5,0.8448660714285714,Baseline,Grey,0.9502532716231242,0.014828596264123917
83,Level 5,0.8850446428571429,Baseline,Grey,0.9322439060223559,0.01261745486408472
84,Level 5,0.8158482142857143,Baseline,Grey,0.9674978236537743,0.016567928716540337
85,Level 5,0.8504464285714286,Baseline,Grey,0.9627918478473773,0.013664405792951584
86,Level 5,0.8504464285714286,Baseline,Grey,0.9294545970932738,0.014409614726901054
87,Level 5,0.7907366071428571,Baseline,Grey,0.9274316631380852,0.018993468955159187
88,Level 5,0.8504464285714286,Baseline,Grey,0.9439759862106789,0.014437480829656124
89,Level 5,0.7583705357142857,Baseline,Grey,0.9197123955088564,0.022375524044036865
90,Level 5,0.7868303571428571,Baseline,Grey,0.9502413575433517,0.019386453554034233
91,Level 5,0.8046875,Baseline,Grey,0.9268000792550029,0.01766396500170231
92,Level 5,0.8247767857142857,Baseline,Grey,0.9787585220171864,0.01563018374145031
93,Level 5,0.8465401785714286,Baseline,Grey,0.9708539581710314,0.013754896819591522
94,Level 5,0.8219866071428571,Baseline,Grey,0.9706844411528729,0.01664625108242035
95,Level 5,0.8258928571428571,Baseline,Grey,0.9474164067914067,0.015624596737325191
96,Level 5,0.7667410714285714,Baseline,Grey,0.9151065933989401,0.022171424701809883
97,Level 5,0.8459821428571429,Baseline,Grey,0.9668870215288137,0.01409279927611351
98,Level 5,0.8152901785714286,Baseline,Grey,0.9488017767080033,0.017155662178993225
99,Level 5,0.8253348214285714,Baseline,Grey,0.9547574455583708,0.01580933853983879
0,Level 1,0.9888392857142857,MC Dropout,Grey,0.9912810383747178,0.003060173010453582
1,Level 1,0.98828125,MC Dropout,Grey,0.9912344384394074,0.0023399912752211094
2,Level 1,0.98828125,MC Dropout,Grey,0.9912344384394074,0.002554984763264656
3,Level 1,0.9871651785714286,MC Dropout,Grey,0.9908816083761397,0.0023127926979213953
4,Level 1,0.9860491071428571,MC Dropout,Grey,0.9916921335597056,0.0026899271178990602
5,Level 1,0.9860491071428571,MC Dropout,Grey,0.9916694963214487,0.002795118372887373
6,Level 1,0.984375,MC Dropout,Grey,0.9922659540006479,0.003412713995203376
7,Level 1,0.9871651785714286,MC Dropout,Grey,0.9907341411261583,0.002720729447901249
8,Level 1,0.98828125,MC Dropout,Grey,0.9920679734344331,0.0026804779190570116
9,Level 1,0.9893973214285714,MC Dropout,Grey,0.9895211802772582,0.0026700168382376432
10,Level 1,0.9838169642857143,MC Dropout,Grey,0.9917264850274805,0.003141762688755989
11,Level 1,0.9854910714285714,MC Dropout,Grey,0.993335656416064,0.0034948275424540043
12,Level 1,0.9849330357142857,MC Dropout,Grey,0.9935158954988983,0.0028494694270193577
13,Level 1,0.98828125,MC Dropout,Grey,0.9904277916700277,0.0025809023063629866
14,Level 1,0.9854910714285714,MC Dropout,Grey,0.9905261782385224,0.002828436903655529
15,Level 1,0.9866071428571429,MC Dropout,Grey,0.995946455505279,0.0026357572060078382
16,Level 1,0.9854910714285714,MC Dropout,Grey,0.9931396463106542,0.002432378241792321
17,Level 1,0.9893973214285714,MC Dropout,Grey,0.9928459049484964,0.002510636579245329
